10014058,Bathi Union Centre,10,Barisal,6,Barisal,0,Gaurnadi,Gournadi,0,BARTHI,u10014058@union.dghs.gov.bd
10014059,Chandshi Union Centre,10,Barisal,6,Barisal,0,Gaurnadi,Gournadi,38,Chandshi,u10014059@union.dghs.gov.bd
10014060,Mahilara Union Centre,10,Barisal,6,Barisal,0,Gaurnadi,Gournadi,63,Mahilara,u10014060@union.dghs.gov.bd
10014061,Sarikal Union Centre,10,Barisal,6,Barisal,0,Gaurnadi,Gournadi,94,Sarikal,u10014061@union.dghs.gov.bd
10014062,Bara Jalia Union Centre,10,Barisal,6,Barisal,0,Hizla,Hijla,13,Bara Jalia,u10014062@union.dghs.gov.bd
10014063,Dhulkhola Union Centre,10,Barisal,6,Barisal,0,Hizla,Hijla,27,Dhulkhola,u10014063@union.dghs.gov.bd
10014064,Guabaria Union Centre,10,Barisal,6,Barisal,0,Hizla,Hijla,54,Guabaria,u10014064@union.dghs.gov.bd
10014065,Hizla Gaurabdi Union Centre,10,Barisal,6,Barisal,0,Hizla,Hijla,81,Hizla Gaurabdi,u10014065@union.dghs.gov.bd
10014066,Kuchaipatti Union Centre,10,Barisal,6,Barisal,0,Hizla,Hijla,85,Kuchaipatti,u10014066@union.dghs.gov.bd
10014067,Memania Union Centre,10,Barisal,6,Barisal,0,Hizla,Hijla,94,Memania,u10014067@union.dghs.gov.bd
10014098,Chabgee Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,0,Chabgee,u10014098@union.dghs.gov.bd
10014099,Deula Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,19,Deula,u10014099@union.dghs.gov.bd
10014100,Gangapur Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,28,Gangapur,u10014100@union.dghs.gov.bd
10014101,Hassannagar Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,0,HASSAN NAGAR,u10014101@union.dghs.gov.bd
10014102,Kachia Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,47,Kachia,u10014102@union.dghs.gov.bd
10014103,Kutuba Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,0,KUTBA,u10014103@union.dghs.gov.bd
10014104,Manika Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,0,Manika,u10014104@union.dghs.gov.bd
10014105,Pakia Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,0,PAKSHIA,u10014105@union.dghs.gov.bd
10014106,Sachra Union Centre,10,Barisal,9,Bhola,0,Burhanuddin,Borhanuddin,76,Sachra,u10014106@union.dghs.gov.bd
10014120,Bhabanipur Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,BHABANIPUR,u10014120@union.dghs.gov.bd
10014121,Charkhalifa Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,CHAR KHALIFA,u10014121@union.dghs.gov.bd
10014122,Charpata Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,CHAR PATA,u10014122@union.dghs.gov.bd
10014123,Dakshin Joynagar Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,DAKSHIN JOYNAGAR,u10014123@union.dghs.gov.bd
10014124,Hazipur Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,HAJIPUR,u10014124@union.dghs.gov.bd
10014125,Madannagar Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,MADANPUR,u10014125@union.dghs.gov.bd
10014126,Medua Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,MEDUA,u10014126@union.dghs.gov.bd
10014127,Uttar Joynagar Union Centre,10,Barisal,9,Bhola,0,Daulatkhan,Daulat Khan,0,UTTAR JOYNAGAR,u10014127@union.dghs.gov.bd
10014135,Chanchra Union Centre,10,Barisal,9,Bhola,0,Tazumuddin,Tajumuddin,38,Chanchra,u10014135@union.dghs.gov.bd
10014136,Chandpur Union Centre,10,Barisal,9,Bhola,0,Tazumuddin,Tajumuddin,57,Chandpur,u10014136@union.dghs.gov.bd
10014137,Malancha Union Centre,10,Barisal,9,Bhola,0,Tazumuddin,Tajumuddin,0,BARA MALANCHA,u10014137@union.dghs.gov.bd
10014138,Shambhupur Union Centre,10,Barisal,9,Bhola,0,Tazumuddin,Tajumuddin,85,Shambhupur,u10014138@union.dghs.gov.bd
10014139,Sonapur Union Centre,10,Barisal,9,Bhola,0,Tazumuddin,Tajumuddin,76,Sonapur,u10014139@union.dghs.gov.bd
10014140,Basanda Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Basanda,u10014140@union.dghs.gov.bd
10014141,Keora Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Keora,u10014141@union.dghs.gov.bd
10014142,Kirtipasha Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Kirtipasha,u10014142@union.dghs.gov.bd
10014143,Nabagram Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Nabagram,u10014143@union.dghs.gov.bd
10014144,Nakhullabad Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Nakhullabad,u10014144@union.dghs.gov.bd
10014145,Ponabalia Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Ponabalia,u10014145@union.dghs.gov.bd
10014146,Sekherhat Union Centre,10,Barisal,42,Jhalokati,0,Jhalokati Sadar,Jhalokathi Sadar,0,Sekherhat,u10014146@union.dghs.gov.bd
10014147,Amua Union Centre,10,Barisal,42,Jhalokati,0,Kanthalia,Kathalia,15,Amua,u10014147@union.dghs.gov.bd
10014148,Chenchri Rampur Union Centre,10,Barisal,42,Jhalokati,0,Kanthalia,Kathalia,47,Chenchri Rampur,u10014148@union.dghs.gov.bd
10014149,Patkelghata Union Centre,10,Barisal,42,Jhalokati,0,Kanthalia,Kathalia,0,PATIKHALGHAAATA,u10014149@union.dghs.gov.bd
10014150,Sauljalia Union Centre,10,Barisal,42,Jhalokati,0,Kanthalia,Kathalia,0,SAULAJALIA,u10014150@union.dghs.gov.bd
10014151,Bhoirabpasha Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,0,BHARABPASHA,u10014151@union.dghs.gov.bd
10014152,Dapdapia Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,15,Dapdapia,u10014152@union.dghs.gov.bd
10014153,Kulkati Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,21,Kulkati,u10014153@union.dghs.gov.bd
10014154,Kusanghal Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,31,Kusanghal,u10014154@union.dghs.gov.bd
10014155,Magar Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,42,Magar,u10014155@union.dghs.gov.bd
10014156,Mollahat Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,36,Mollahat,u10014156@union.dghs.gov.bd
10014157,Nachan Mohal Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,52,Nachan Mohal,u10014157@union.dghs.gov.bd
10014158,Ranapasha Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,73,Ranapasha,u10014158@union.dghs.gov.bd
10014159,Siddhakati Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,84,Siddhakati,u10014159@union.dghs.gov.bd
10014160,Subidpur Union Centre,10,Barisal,42,Jhalokati,0,Nalchity,Nalchithi,94,Subidpur,u10014160@union.dghs.gov.bd
10014197,Chakaiya Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,0,CHAKAMAIYA,u10014197@union.dghs.gov.bd
10014198,Dhankhali Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,55,Dhankhali,u10014198@union.dghs.gov.bd
10014199,Dhulasar Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,29,Dhulasar,u10014199@union.dghs.gov.bd
10014200,Lalua Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,35,Lalua,u10014200@union.dghs.gov.bd
10014201,Latachapalia Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,0,LATA CHAPLI,u10014201@union.dghs.gov.bd
10014202,Mithaganj Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,59,Mithaganj,u10014202@union.dghs.gov.bd
10014203,Nilganj Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,71,Nilganj,u10014203@union.dghs.gov.bd
10014204,Tiakhali Union Centre,10,Barisal,78,Patuakhali,0,Kala Para,Kalapara,83,Tiakhali,u10014204@union.dghs.gov.bd
10014249,Baldia Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,19,Baldia,u10014249@union.dghs.gov.bd
10014250,Dauhari Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,0,DAIHARI,u10014250@union.dghs.gov.bd
10014251,Guarekha Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,38,Guarekha,u10014251@union.dghs.gov.bd
10014252,Jalabari Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,47,Jalabari,u10014252@union.dghs.gov.bd
10014253,Samudaykati Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,57,Samudaykati,u10014253@union.dghs.gov.bd
10014254,Sarengkati Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,66,Sarengkati,u10014254@union.dghs.gov.bd
10014255,Sohagdal Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,76,Sohagdal,u10014255@union.dghs.gov.bd
10014256,Sutiakati Union Centre,10,Barisal,79,Pirojpur,0,Nesarabad (Swarupkati),Nesarabad,85,Sutiakati,u10014256@union.dghs.gov.bd
10014257,Bali Para Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Bali Para,u10014257@union.dghs.gov.bd
10014258,Durgapur Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Durgapur,u10014258@union.dghs.gov.bd
10014259,Kadamtala Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Kadamtala,u10014259@union.dghs.gov.bd
10014260,Kalakhali Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Kalakhali,u10014260@union.dghs.gov.bd
10014261,Parerhat Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Parerhat,u10014261@union.dghs.gov.bd
10014262,Pattashi Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Pattashi,u10014262@union.dghs.gov.bd
10014263,Sariktala Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Sariktala,u10014263@union.dghs.gov.bd
10014264,Shankarpasha Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Shankarpasha,u10014264@union.dghs.gov.bd
10014265,Sikdar Mallik Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Sikdar Mallik,u10014265@union.dghs.gov.bd
10014266,Tona Union Centre,10,Barisal,79,Pirojpur,0,Pirojpur Sadar,Perojpur Sadar,0,Tona,u10014266@union.dghs.gov.bd
10014267,Alikadam Union Centre,20,Chittagong,3,Bandarban,0,Alikadam ,Alikadam,0,ALIKADAM,u10014267@union.dghs.gov.bd
10014268,Chaikhong Union Centre,20,Chittagong,3,Bandarban,0,Alikadam ,Alikadam,0,CHOKHYONG,u10014268@union.dghs.gov.bd
10014269,Fashirakhali Union Centre,20,Chittagong,3,Bandarban,0,Lama ,Lama,0,FASYAKHALI,u10014269@union.dghs.gov.bd
10014270,Lama Union Centre,20,Chittagong,3,Bandarban,0,Lama ,Lama,0,LAMA,u10014270@union.dghs.gov.bd
10014271,Dochari Union Centre,20,Chittagong,3,Bandarban,0,Naikhongchari ,Nykongchari,0,DOCHHARI,u10014271@union.dghs.gov.bd
10014272,Ghumdhum Union Centre,20,Chittagong,3,Bandarban,0,Naikhongchari ,Nykongchari,0,GHANDUNG,u10014272@union.dghs.gov.bd
10014273,Naikhongchari Union Centre,20,Chittagong,3,Bandarban,0,Naikhongchari ,Nykongchari,0,NAIKHONGCHHARI,u10014273@union.dghs.gov.bd
10014274,Alekhong Union Centre,20,Chittagong,3,Bandarban,0,Roangchari ,Rawangchari,0,ALIKHONG,u10014274@union.dghs.gov.bd
10014275,Noapotang Union Centre,20,Chittagong,3,Bandarban,0,Roangchari ,Rawangchari,0,NOWA PATANG,u10014275@union.dghs.gov.bd
10014276,Roangchari Union Centre,20,Chittagong,3,Bandarban,0,Roangchari ,Rawangchari,0,ROWANGCHHARI,u10014276@union.dghs.gov.bd
10014277,Taracga Union Centre,20,Chittagong,3,Bandarban,0,Roangchari ,Rawangchari,0,TARACHHA,u10014277@union.dghs.gov.bd
10014278,Galenga Union Centre,20,Chittagong,3,Bandarban,0,Ruma ,Ruma,0,GHALANGYA,u10014278@union.dghs.gov.bd
10014279,Paindu Union Centre,20,Chittagong,3,Bandarban,0,Ruma ,Ruma,0,PAINDU,u10014279@union.dghs.gov.bd
10014280,Remakri Pransha Union Centre,20,Chittagong,3,Bandarban,0,Ruma ,Ruma,0,REMAKRI PRANSA,u10014280@union.dghs.gov.bd
10014281,Ruma Union Centre,20,Chittagong,3,Bandarban,0,Ruma ,Ruma,0,RUMA,u10014281@union.dghs.gov.bd
10014282,Kuhalong Union Centre,20,Chittagong,3,Bandarban,0,Sadar ,Bandarban Sadar,0,Kuhalong ,u10014282@union.dghs.gov.bd
10014283,Rajbila Union Centre,20,Chittagong,3,Bandarban,0,Sadar ,Bandarban Sadar,0,Rajbila ,u10014283@union.dghs.gov.bd
10014284,sadar Union Centre,20,Chittagong,3,Bandarban,0,Sadar ,Bandarban Sadar,0,sadar ,u10014284@union.dghs.gov.bd
10014285,Sualok Union Centre,20,Chittagong,3,Bandarban,0,Sadar ,Bandarban Sadar,0,Sualok ,u10014285@union.dghs.gov.bd
10014286,Tonkaboti Union Centre,20,Chittagong,3,Bandarban,0,Sadar ,Bandarban Sadar,0,Tonkaboti ,u10014286@union.dghs.gov.bd
10014287,Remakri Union Centre,20,Chittagong,3,Bandarban,0,Thanchi ,Thanchi,0,Remakri ,u10014287@union.dghs.gov.bd
10014288,Thanci Union Centre,20,Chittagong,3,Bandarban,0,Thanchi ,Thanchi,0,Thanci ,u10014288@union.dghs.gov.bd
10014289,Tindu Union Centre,20,Chittagong,3,Bandarban,0,Thanchi ,Thanchi,0,Tindu ,u10014289@union.dghs.gov.bd
10014290,Akaawra (North) Union Centre,20,Chittagong,12,Brahamnbaria,0,Akhawra ,Akhaura,0,Akaawra (North) ,u10014290@union.dghs.gov.bd
10014291,Moniondho Union Centre,20,Chittagong,12,Brahamnbaria,0,Akhawra ,Akhaura,0,Moniondho ,u10014291@union.dghs.gov.bd
10014292,Bancharampur (North) Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Bancharampur (North) ,u10014292@union.dghs.gov.bd
10014293,Bancharampur (South) Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Bancharampur (South) ,u10014293@union.dghs.gov.bd
10014294,Choyfullakandhi Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Choyfullakandhi ,u10014294@union.dghs.gov.bd
10014295,Doriadowlot Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Doriadowlot ,u10014295@union.dghs.gov.bd
10014296,Dorikandhi Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Dorikandhi ,u10014296@union.dghs.gov.bd
10014297,Ruposhdi (West) Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Ruposhdi (West) ,u10014297@union.dghs.gov.bd
10014298,Shonarampur Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Shonarampur ,u10014298@union.dghs.gov.bd
10014299,Solimabad Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Solimabad ,u10014299@union.dghs.gov.bd
10014300,Tezkhali Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Tezkhali ,u10014300@union.dghs.gov.bd
10014301,Ujanchar (East) Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Ujanchar (East) ,u10014301@union.dghs.gov.bd
10014302,Ujanchar (west) Union Centre,20,Chittagong,12,Brahamnbaria,0,Bancharampur ,Bancharampur,0,Ujanchar (west) ,u10014302@union.dghs.gov.bd
10014303,Badoir Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Badoir ,u10014303@union.dghs.gov.bd
10014304,Binawti Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Binawti ,u10014304@union.dghs.gov.bd
10014305,Gopinathpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Gopinathpur ,u10014305@union.dghs.gov.bd
10014306,Kaimpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Kaimpur ,u10014306@union.dghs.gov.bd
10014307,Kharera Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Kharera ,u10014307@union.dghs.gov.bd
10014308,Kuti Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Kuti ,u10014308@union.dghs.gov.bd
10014309,Mehari Union Centre,20,Chittagong,12,Brahamnbaria,0,Kosba ,Kashba,0,Mehari ,u10014309@union.dghs.gov.bd
10014310,Burishshor Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Burishshor ,u10014310@union.dghs.gov.bd
10014311,Chaportola Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Chaportola ,u10014311@union.dghs.gov.bd
10014312,Chatolpora Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Chatolpora ,u10014312@union.dghs.gov.bd
10014313,Dhormondol Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Dhormondol ,u10014313@union.dghs.gov.bd
10014314,Goalnagar Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Goalnagar ,u10014314@union.dghs.gov.bd
10014315,Konda Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Konda ,u10014315@union.dghs.gov.bd
10014316,PurboVag Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,PurboVag ,u10014316@union.dghs.gov.bd
10014317,Volapur Union Centre,20,Chittagong,12,Brahamnbaria,0,Nasirnagar ,Nasirnagar,0,Volapur ,u10014317@union.dghs.gov.bd
10014318,Birghown Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Birghown ,u10014318@union.dghs.gov.bd
10014319,Bitghar Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Bitghar ,u10014319@union.dghs.gov.bd
10014320,Borikandhi Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Borikandhi ,u10014320@union.dghs.gov.bd
10014321,Ibrahimpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Ibrahimpur ,u10014321@union.dghs.gov.bd
10014322,Krishna nagar Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Krishna nagar ,u10014322@union.dghs.gov.bd
10014323,Laurfotapur Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Laurfotapur ,u10014323@union.dghs.gov.bd
10014324,Natghar Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Natghar ,u10014324@union.dghs.gov.bd
10014325,Nobinagar Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Nobinagar ,u10014325@union.dghs.gov.bd
10014326,Shatmura Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Shatmura ,u10014326@union.dghs.gov.bd
10014327,Shibpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Shibpur ,u10014327@union.dghs.gov.bd
10014328,Srirampur Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Srirampur ,u10014328@union.dghs.gov.bd
10014329,Zinodpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Nobinagar ,Nabinagar,0,Zinodpur ,u10014329@union.dghs.gov.bd
10014330,Araishida Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Araishida ,u10014330@union.dghs.gov.bd
10014331,Bashudeb Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Bashudeb ,u10014331@union.dghs.gov.bd
10014332,Bishnupur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Bishnupur ,u10014332@union.dghs.gov.bd
10014333,Bodonti Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Bodonti ,u10014333@union.dghs.gov.bd
10014334,Budol Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Budol ,u10014334@union.dghs.gov.bd
10014335,Chandura Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Chandura ,u10014335@union.dghs.gov.bd
10014336,Char Chartola Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Char Chartola ,u10014336@union.dghs.gov.bd
10014337,Char Islampur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Char Islampur ,u10014337@union.dghs.gov.bd
10014338,Chompok nagar Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Chompok nagar ,u10014338@union.dghs.gov.bd
10014339,Horishpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Horishpur ,u10014339@union.dghs.gov.bd
10014340,Isapura Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Isapura ,u10014340@union.dghs.gov.bd
10014341,Lalpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Lalpur ,u10014341@union.dghs.gov.bd
10014342,Machihata Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Machihata ,u10014342@union.dghs.gov.bd
10014343,Mojlishpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Mojlishpur ,u10014343@union.dghs.gov.bd
10014344,Natai (North) Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Natai (North) ,u10014344@union.dghs.gov.bd
10014345,Natai (South) Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Natai (South) ,u10014345@union.dghs.gov.bd
10014346,Paharpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Paharpur ,u10014346@union.dghs.gov.bd
10014347,Ramrail Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Ramrail ,u10014347@union.dghs.gov.bd
10014348,Sadekpur Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Sadekpur ,u10014348@union.dghs.gov.bd
10014349,Shingarbil Union Centre,20,Chittagong,12,Brahamnbaria,0,Shadar ,Brahmanbaria Sadar,0,Shingarbil ,u10014349@union.dghs.gov.bd
